type,text
negatif,"Breakfast parah sekali kalah dengan hotel yang bintang 3, menyesal ambil yang dengan breakfast!"
negatif,Handuk warnanya yang sudah kusam bantal bau.
negatif,"AC-nya kurang dingin dan beberapa plafond ada bercak bekas kebocoran belum diperbaiki. Plafond area foyer hotel juga bekas repair tapi tidak rapi. Spoofing air ke Fd shower kurang, jadi kalau mandi airnya tidak langsung ngalir tuntas."
negatif,"klu kamarnya menyenangkan,pelayanan standar,yg bikin illfeel entah dia FO ato apalah,ketika mobil sy br aja sampai di halaman hotel n sy msuk ntk chek in tiba2 msuk perempuan dg ketus nyeletuk""mobil siapa ya ditengah jalan""gak ada sopan2nya tanpa tanya dia mestinya tahu dong itu mobil tamau,emang dia gak butuh tamu ntk hotelnya apalagi ditengah pandemi spt ini"
negatif,Kemarin pesan yang smoking area dan ternyata tidak bisa rokok dan tidak sebelahan untuk foto di kolam renangnya dalam lebih di tingkatkan lagi.
negatif,"Pegawai resepsionis kurang ramah, tidak senyum saat melayani tamu."
negatif,"Sangat tidak menyenangkan! Sebaiknya tidak usah menginap di sini! Sejak datang sampai pulang, toilet tidak bisa digunakan, tidak ada solusi dari pihak hotel. Berkali-kali telepon hanya di jawab sedang diperbaiki. Akhirnya minta ember dan gayung untuk manual menampung air. itu pun tidak direspon! Pelayanan publik yang sangat kacau."
negatif,"Orangnya sangat tidak ramah, sprei jorok ada rambut dan noda. Akhirnya karena saya sudah marah memutuskan tanpa menginap dan check-out langsung."
negatif,Kamar mandinya bau banget
negatif,Tukang parkirnya yang jaga tiket menyebalkan sekali. ganti saja itu outsourcing parkirnya. resepsionisnya juga tidak helping. males menginap situ lagi.
negatif,"Kamar bagus, besar, tapi sarung bantal dan handuk. Warnanya sudah kuning-kuning."
negatif,"Staf kurang profesional dan kurang ramah, beberapa kali saya melihat staf lebih mementingkan bermain hp sendiri padahal antrian panjang, Dua kali saya bersama staf di elevator dan mereka tidak mendahulukan tamu, Pelayan melalui sambungan telpon dari kamar ke front office tidak dijawab dengan sopan dan lebih terkesan ketus dan tidak sopan. Tapi hal yang terbaik kurasa adalah hotel ini masih mempunyai david (room steward) dan bellboy yang mengatar koper saya. Keduanya secara ikhlas dan tulus bekerja dengan senyum lebar dan sopan memperlakukan kita sebagai tamu. If i can give them rate they're both are excellent."
negatif,"Kurang sesuai ekspektasi, air washtafel kotor banget, saya kira cuma awalnya aja ternyata sampai bsknya begitu, air showernya ga ada air panasnya sama sekali, handuk yg satu putih bersih seperti baru tapi yg satunya dekil banget ky keset, resepsionisnya kurang senyum...apa krn saya check in nya malem ya jd resepsionisnya udh ngantuk,sayang pdhl kamarnya sih ok"
positif,Bagus dan menyenangkan. Parkiran luas.
positif,"Semua staf sangat ramah. Responsif. Makanannya enak-enak, dan tidak menunggu lama saat room service."
positif,"Kamar bagus sesuai ekspektasi pas dengan harganya, menu sarapannya enak dengan suasana resto yang menyegarkan dan nyaman."
positif,Bagus siih tempatnya keren. Sarapannya juga oke
positif,"Hotelnya bersih, lokasi strategis dekat dengan pertokoan dan resto."
positif,Kamar Bersih. Pelayanan bagus. Tapi tolong Music nya jangan terlalu kencang karena masih terdengar di kamar.
positif,"Bagus, keren, nyaman, hanya saja toilet nya tidak di design untuk yang privasi antar rekan penghuni kamar. Karena tidak ada kunci nya. Hanya pintu geser saja."
positif,Hotel relatif bersih dan staf ramah. Hanya parkiran mobil yang sangat sempit dan harus ke parkiran seberang hotel jika penuh.
positif,Saya sangat senang dengan pengalaman mengunap saya di sini.
positif,"Benar benar nyaman. Pelayanan bagus. Pegawai ramah ramah semua. Gak ada minusnya. Kolam renang bersih. Pemandangan bagu, tapi sayang kolam hanya sampai jam 6 sore. Mungkin karena pandemi."
positif,"Mungkin kebersihan bisa ditingkatkan lagi, di kamar mandi saya masih ada abu2 rokok dan rambut penghuni sebelumnya. Kamar nya konsep satu pintu toilet dan shower tapi kamar yang saya tempati tidak bisa diarahkan ke shower. Suka sama rooftop pool nya, nice view."
positif,Lokasi strategis dekat dengan mana saja.
positif,"Kamarnya luas, pelayanannya ramah, lokasi hotel strategis."
positif,"Lokasi di tengah kota, dapet harga promo, breakfast lumayan, cuma handuk saatnya diganti dan wifi kurang lancar. Thanks."
positif,Staf sangat ramah dan membantu. Prosedur check in hingga check out sangat mudah. Makanan enak.
positif,"Enak layanan ramah dan menyenangkan, sarapn standar tapi rasa okee."
positif,"Kolam renangnya bagus, kamarnya luas, airnya kenceng, makanan banyak variasinya, cuma proses check in agak lama"
positif,"Kamar nyaman, namun tidak kedap suara. Sarapan tidak begitu enak."
positif,"Akomodasi sesuai, pelayanan sangat memuaskan, pingin balik lagi."
positif,"Kamar bersih, untuk handuk tolong di ganti yang baru karena sudah mulai rusak."
positif,"Proses check in dan check out cepat dan mudah serta anti ribet, kamar sangat nyaman dan bersih, rasa hidangan sarapan terbaik, seluruh petugas atau crew sangat ramah, recommended"
positif,View di kolam renang sangat baik ketika sore dan protokol kesehatan sesuai dengan peraturan.
positif,"Semuanya baik, cuma untuk management mungkin mempertimbangkan memberi sandal kamar yang mestinya nilainya tidak seberapa."
positif,Puas sekali punya pengalaman menginap di Hotel ini.
positif,"Sangat nyaman untuk kamarnya, kebersihannya pun juga terjaga"
positif,"Hotel dengan pelayanan yang sangat baik, proses check in cepat, kolam renang dengan pemandangan yang indah, sarapan lengkap dan enak, sayang untuk cotton candynya tidak sebanyak dulu."
positif,Tempat enak dan bagus susana adem.
positif,"hotel yg keren, good looking, nyaman, kamar luas dan AC dingin sekali, pool mantap, break fast bervariasi & enak. lokasi strategis dekat dgn simpang lima. sudah 2 kali cek in disini, tak pernah nyesel.."
positif,"Hotelnya nyaman, makanan lumayan, staf ramah dan cepat tanggap. Namun ada yg sangat disayangkan karena ada rambut dihanduk jd saya minta ganti yg baru dan cepat banget dianterinnya. Itu aja sih"
positif,"Cakep letak strategis rate murah staff ramah, baru 2 kali menginap disini tapi saya rasa feelnya dapat hotel nyaman enak dan sekitar sangat mendukung."
positif,"Hanya suara musik di kafe atas terdengar dari kamar, selebihnya baik."
negatif,"Bangunan hotel terlihat tidak terawat karena seperti sudah lama, kamar bau lembab saat masuk, seprai sarung bantal terlihat sudah lama warna kusam, kaca jendela di kamar bagian bawah sudah terlepas perekatnya, toilet saat d flush airnya mengisi terus, layout kamar junior suite berbeda dengan yang di pasang pada aplikasi. Intinya untuk ukuran hotel bintang 4 dan harga segitu, hotel ini butuh renovasi karena benar-benar terlihat seperti hotel tua dan tidak terawat."
negatif,Kondisi fisik bangunan serta management sudah berubah menurun dibandingkan saat sebelum pandemic.
negatif,"Standar untuk hotel bintang 4 ya, cuma sangat disayangkan kamar mandi dan toilet kotor banyak lumut dan kuning-kuning di dinding dan lantai seprti gak pernah disikat, anak saya sampai kepleset. Ada tempat main anak tapi standar juga kebersihannya kurang, banyak nyamuk. Bayar 35rb/anak."
negatif,"Tombol AC loss, tidak bisa diatur suhu.- ada nyamuk.- lantai parquette kotor.- suara bising dari jalan masuk."
negatif,Dari awal cek in udah males banget suruh nunggu 15 menit karena kamar belum ready dan setelah nunggu lebih dari 15 menit ternyata extra bed nya di kamar belum redy juga di telpon berkali-kali baru dateng tuh kasur dan kamar sama sekali tidak kedap suara! Suara dari kamar lain sangat jelas terdengar ampun deh ga lagi-lagi nginep sini makanan juga ga enak yang enak cuma pukis
negatif,"Kebersihan hotel kurang baik. Kamar tidak boleh merokok tapi lorong kamar sangat bau rokok. Perlu peremajaan kamar, kurang cock dengan harga 500k up."
negatif,"Baru pertama ke hotel ini, nilai plus nya petugas ramah, kolam renang view bagus, selain itu b aja dan handuk kayak nya waktunya ganti. Teruss ngga ada guling, cuma d kasih bantal 4, trus katanya 1 ranjang besar ternyata twin bed d gabung jadi 1. Kebersihan agak kurang, pas breakfast semua masakan hambar kecuali pastry nya. Enak. Dari hal kecil tolong d perhatikan dan semoga ke depan nya lebih baik lagi."
negatif,"Kamar junior sweet tp fiturnya kurang memuaskan, sprei nya kurang bersih, bantal nya kempes bathdrop cma 1, water heater air nya kurang panas, tapi service nya lumayan bagus, crew responsif, dan good hospitality."
negatif,"Rasa makannya g enak, kamarnya kotor. Pintu kamar mnd g bisa ditutup rapet."
negatif,Uang deposit tanda terima ketlingsut nggak bisa diurus 50 rb.
negatif,"Gak tau kenapa, pokoknya ngerasa gak dapet bintang 4 nya. Makanan enak, kolam renang n resto bagus karena di roof top. Selain itu, Biasa aja."
negatif,Kamar agak tua & kurang terawat.
negatif,"Kamar bersih nyaman, kulkas mati. Gak dikasih tau sandi wifi. Pelayanan kurang ramah."
negatif,"Handuk pinggirnya sobek dan udah warna abu-abu. Minta ganti baru, tetap saja handuk sobek pinggirnya."
negatif,Handuk ujungnya sobek-sobek dan abu-abu. Minta ganti baru masih tetap begitu.
negatif,"Suara berisik, ac bau, dan tempat tidur yang tidak empuk."
negatif,"Panas kamarmya, pertama masuk sangat panas, sampai harus manggil staff nya di cek dan nunggu 20 menitan baru dingin, ruangan depan kamar lorong jalan juga kerasa banget panasnya, dengan harga segitu kurang memuaskan, hanya suka dengan sajian menu sarapannya aja.."
negatif,Sarapannya tidak buffet. Diantar ke kamar dengan menu seadanya.
negatif,"Kamar kusam tidak sesuai dengan foto. Kuncinya rusak tidak bisa dibetulkan, jadi harus panggil satpam dulu untuk buka kamar. Makanannya tidak lengkap dengan rasa pas-pasan. Seperti hotel melati."
negatif,"Ruangan kurang bersih, protokol covid tdk dijalankan dgn baik.."
positif,Bagus bersih indah cocok di kantong.
positif,Kamar nyaman dan di tengah kota. Harga terjangkau.
positif,"Kamar bersih, petugas ramah banget."
positif,"Cukup baik, untuk kamar bersih, toilet juga bersih."
positif,"Hotel di kota akses mudah kemanamana banyak tempat kuliner di sekitar hotel, kamarnya cukup nyaman dan dapat pemandangan kota semarang."
positif,"Kamarnya bersih, kamar mandinya juga bersih."
positif,"Nyaman sekali di sini, dan lebih sering di sini kalau me time."
positif,"Check in-check out cepat, kamar bersih, ranjang nyaman dan bersih, tidak ada bau debu. AC nya juga dingin. Oke lah."
positif,"Lokasi strategis di tengah kota. Pelayanan bagus, rate bersahabat, hotel bersih, menu breakfast lumayan meski variasi terbatas dan dekat tempat makan."
positif,"Semua pegawai ramah, pelayanan bagus. Kamar bersih. Fasilitas lengkap."
positif,"Penginapannya nyaman, akses mudah terjangkau, lokasi di tengah kota, ada banyak transportasi publik, petugas ramah, hanya saja kaca kamar agak kotor untuk lihat pemandangan luar"
positif,"Nyaman sekali nginap di sini, kamar bersih, palayanan ramah, baik dan fasilitas berjalan dengan sangat baik"
positif,"Untuk hotel budget, lumayanlah. Kamar bersih, ACnya memang ngga terlalu dingin tapi ngga papa soalnya saya lebih suka AC yang ngga terlalu dingin. Resepsionis nya helpful banget. Lokasi sangat strategis di pusat kota. Thanks."
positif,"Kamar bersih, overall oke. Hanya saja tempat parkir kurang luas."
positif,"Cukup bagus dan nyaman untuk harga segini, mungkin akan jadi pertimbangan untu menginap kembali di sini."
positif,Pelayanan yang bagus. Puas sudah. Tingkatkan.
positif,"Hotelnya bersih, rapi, pelayanan baik."
positif,Baguss banget untuk harga segitu.
positif,"Hotel paling strategis, nyaman, dan fleksibel banget sih."
positif,Puas namun entah kenapa wifi hotel lemotnya bukan main bahkan sering terputus sendiri. Semoga kedepanya diperbaiki.
positif,"Kamarnya nyaman, fasilitas cukup, kurang teko listrik aja sih gak bisa minum air hangat, kamar mandi bersih, viewnya bagus banget, pelayanan ok."
positif,Hotel bersih bagus tapi sayang kenapa pas di pagi hari air panas e malah mati.
positif,"Kamarnya bersih, resepsionisnya ramah bgt, prokes juga bagus, jd stay disana juga jadinya tenang. Nice! Sukses terus."
positif,Sangat sangat memuaskannn Pilihan yang tepat
positif,"kamar bersih, parkir mobil yang agak susah, karena space yg kurang besar"
positif,"Breakfastnya enak,staff ramah,kamar lumayan walau agak minimalis dan minus coffee room aja samping resepsionis yg tutup aja."
positif,"hotel low budget paling oke, kamar luas Dan bersih"
positif,"Lokasi strategis, kamar bersih dan nyaman. Proses check-out juga cepat dan staf hotel ramah."
positif,Tempatnya nyaman dan pelayanannya juga ramah.
positif,"Tempat enak hanya saja pendingin ruangan yang terlalu kecil dan proses dinginnya ruangan lumayan lama. Sarapan enak tapi sayang rice bowl tidak prasmanan, karena efek covid mungkin."
positif,"Nice room, cocok buat traveler low budget."
positif,Harga terjangkau. Kamar bersih dan wangi. Lokasi strategis.
positif,"Bersih, simpel, strategis tengah kota."
positif,"Nyaman, rekomendasi banget."
positif,"kamar bagus, lorongnya kurang lampu jadi gelap dan acnya tidak berasa sama sekali tapi overall bagus"
negatif,Pintu dan kunci kamar mandi rusak. Air pertama keluar pasti bau.
negatif,"Hotel sangat hemat listrik, saat malam AC mati, kondisi hotel gelap gulita. Listrik dimatikan. Saat ditanya ke receptionis, tidak ada jawaban."
negatif,Kamar mandinya ga bersih dibelakang closet. Kamar mandi ga ada blowernya.
negatif,"Kamar kurang bersihr, banyak sisa snack dan abu rokok, kamar mandi kotor. Bebas rokok tapi jendela tidak bisa dibuka (paten) tidak ada asbak. Kamar bau rokok. Sediakan pemanas air Dong kopi dan teh lebih bagus. Seperti ditempat lain."
negatif,Breakfast dibagikan ke kamar kamar dengan alasan tamu reservasi lewat aplikasi mendapat jatah breakfast nasi piringan bukan prasmanan. AC tidak dingin.
negatif,"Konfirmasi checkout atau extend, tidak ramah. Mungkin karena personil nya cowo. Biasanya tidak seperti ini."
negatif,"Akomodasi ini lokasinya sangat strategis, pelayanan memuaskan namun mohon untuk di tingkatkan kebersihannya. Menu sarapan juga kurang variatif."
negatif,"Ac kamar berisik, kemudian dimalam hari mati lampu sampai dengan pagi hari, begitu pagi hari mau sarapan, menu sarapan tidak bervariasi, hm sedikit menyesal nginep di sini kemarin,"
negatif,"Pintu kamar mandi rusak, kalau mau tidur jadi bau kamar mandi."
negatif,"Kamar mandinya kotor banget, saluran airnya juga mampet, kalau mandi harus ngelepas saringan airnya dulu."
negatif,"Kamar sesuai, karyawan juga ramah. Tapi kamar mandi mampet dan bau."
negatif,"Ini ketiga kalinya saya menginap di Citradream. Dan kemarin adalah pelayanan terburuk yang pernah saya dapatkan di sini (padahal sebelumnya selalu memuaskan). Lantai yang lengket, kamar mandi yang kotor dan pintunya yang sangat rusak sehingga sulit dikunci. Mohon untuk lebih memperhatikan (terutama permintaan pelanggan) karena saya sudah menulis permintaan dengan jelas melalui aplikasi. Ini sangat mengecewakan."
negatif,"Ac nya kadang panas, pintu kamar mandi nya kadang susah dibuka."
negatif,AC berisik
negatif,Kurang bersih. Kurang dingin.
negatif,"aliran buangan air di kamar mandi mampet,jdi agak banjir"
negatif,"Kamar bau tidak sedap, agak kurang dingin AC-nya."
negatif,"Kamarnya bau apek, AC-nya tidak dingin padahal tempat sudah sampai 16, ranjangnya agak berpasir."
negatif,Tidak sesuai ekspektasi.
negatif,"Bednya tidak nyaman, ruangan tidak wangi sama sekali."
negatif,"Kurang puas dengan breakfastnya, yang jadi semacam rice box."
negatif,Pintu kamar mandi rusak dan AC tidak dingin.
negatif,Lantai kamar kotor banyak rambut sepertinya waktu awal check-in tidak dibersihkan. Liftnya yang bisa cuma 1 jadi selalu antri dan lama saat naik lift.
negatif,ac nya tidak dingin mas. jadi agak panas
negatif,lantai kamar mandinya membuat air tergenang
negatif,"Sangat tidak puas! Pintu seret, kamar tidak terlalu bersih, tembok tembok bekas kotoran banyak."
negatif,"Staf terutama resepsionis tidak ramah dan tidak helpful, dapat kamar dilantai 7 dan akses kunci pada pintu rusak, Dan harus menunggu enginering lumayan lama, linen (speei, sarung bantal) seperti tidak diganti (bau) AC tidak dingin, sangat tidak recommended, dan pastinya tidak akan menginap lagi di hotel ini. auto blacklist."
negatif,"AC tidak dingin, kamar mandi mampet, kamar tidak terawat."
negatif,AC kamar kurang dingin sabun and sampo habis tidak diisi lagi kamar bau pengap.
negatif,"AC tidak dingin, malah di dalam kamar pengap."
negatif,"AC tidak dingin, airnya agak bau, kebersihannya kurang."
positif,"Kamar nyaman, sesuai harga yang di tawarkan."
positif,Kamar bagus dan bersih harga terjangkau.
positif,Dekat dengan mall. Pelayanan ramah.
positif,"Pelayanan oke. Strategis. Nyaman. Cuma untuk room 802 terlalu mahal, kamar sempit seperti kamar cadangan."
positif,Lokasi ada di tengah kota. Pelayanan sangat ramah. Tempat parkir luas. Kamar bersih dan nyaman.
positif,"Konsep kamarnya futuristik minimalis, lokasinya strategis, cuman air panasnya hanya hangat-hangat kuku, tidak disediakan sikat gigi."
positif,Kamar bersih dan rapi. Tapi proses cek in yang lama lebih dri 5 menit.
positif,Kualitas sesuai untuk harga yang harus dibayarkan.
positif,Hotelnya pas di tengah kota. Kalau mau ke mana-mana dekat. Hotel gampang di cari. Kamar bersih wangi. Staff-staff hotel juga ramah-ramah dan baik. Harga murah banget. Insyaallah kalau ke Semarang nginep di sini lagi.
positif,"Hotel di tengah kota dengan harga murah, nginap di sini bareng anak istri pas lagi backpakeran. Mulai dari parkiran, lobby ampe kamar. Semuanya OK, service bagus. Dan resepsionis nya ramah."
positif,"Pengalaman yang sangat menyenangkan, hotel mungil tapi lengkap fasilitas kamarnya. Staff dan manager nya ramah. Breakfastnya juga asik, cukup pilihan untuk kelas hotel budget."
positif,"Kamar bersih, pelayanan ramah, lokasi strategis."
positif,Nyaman untuk transit. Lokasi dekat pusat perbelanjaan.
positif,"Harga terjangkau, bersih dan staf grecep."
positif,very nice menginap disini untuk sekian kali
positif,"Tempatnya nyaman, berfungsi semua, cuma pas masuk kamar sempet kaget karena bau rokok, mungkin pengunjung sebelumnya ngerokok kali yaa. Tp nyaman kok! Rekomendasi sekali. Ini kedua kalinya menginap dan tidak pernah kecewa."
positif,"Tampatnya strategis, harga terjangkau dan bersih."
positif,Kamar bersih dan menyenangkan hanya sedikit kecil.
positif,"Senang selalu dari mulai satpam, reception, managernya semuanya ramah, bersih, nyaman, harga pas sudah kaya rumah sendiri terima kasih."
positif,Harga ekonomis kamar bersih dan rapi
positif,"Ruangan bersih. Pelayanan oke. Parkiran untuk motor semoga selanjutnya ada yang jaga, jadi kalau pas penuh dan mau keluar ada yang bantuin geser-geser motor."
negatif,"Dari segi kamar, sangat standart, dan saya kecewa karena mobil di valet dan mobil saya baret, dan sayang nya saya baru menyadari setelah sampai di kota tujuan selanjut nya yaitu Surabaya. Harus nya security atau staff nya harus info ke kita dan bertanggung jawab, tapi ini tidak. Mereka pura-pura tidak tau dan lepas tangan"
negatif,"Sebetulnya tidak masalah bila harga sesuai. Namun menurut saya harganya terlalu mahal untuk fasilitas minim. Tidak ada pemanar air, kamar yang kecil dan wc dan kamar mandi sempit serta terpisah. Membuat tidak nyaman untuk keluarga."
negatif,"Kamar kotor. Sprei, selimut & bantal seperti tidak diganti. Bantal & sprei bau keringat dan ada rontokan rambut."
negatif,"Saat mandi malam jam 20.00, air tidak panas, padahal sudah dibikin full panas."
negatif,"Fasilitas kamarnya jauh dibawah ekspektasi, kamarnya bau rokok, padahal sudah oder kamar bebas rokok, enggak dapet kamar conecting door."
negatif,"Sebenarny untuk harga 2xx worth it sih pelayanannya juga ramah, lain kali untuk detail fasilitas dari hotel lebih di perjelas lagi, biasanya kalo menginap dapet sendal dan alat mandi ini tidak."
negatif,Ketika saya masuk masa ada bungkus sampo ga kebuang. Katanya sudah dibersihkan.
negatif,Listrik kamar mati sepanjang pagi hingga saya cek out.
negatif,"Dengan harga 566.000 termasuk mahal untuk kamar yang sangat kecil, AC panas, kurang kebersihan di toilet/wc nya bau pesing, jendela tidak bisa dibuka, gorden tidak bisa di angkat macet."
negatif,Setiap masuk kamar dan setiap mau menyalakan air itu mengeluarkan bau yang tidak sedap.
negatif,Kamar sempit. Kamar mandi sempit dan terpisah dengan toilet. Tidak ada sandal dan sikat gigi.
negatif,"Cleaningnya kurangajar, main masuk aja alasan ambil barang padahal belum saatnya checkout."
negatif,"Apa karena murah, fasilitas tambahan cuma handuk sabun dan air mineral, remot tv rusak."
negatif,"Hotel cukup strategis dan bagus, sayangnya, ketika saya check-in saya harus menunggu 30 menit dulu karena kamar yang saya pesan belum siap, saya memesan double bed tp yang ready twinbed. Padahal saya check-in jam 4 sore. Selain itu, toiletries yang disiapkan hanya handuk dan sabun, tidak ada sikat gigi, pasta gigi, sanitary bag, dan headcap. Kebersihan hotel sedikit kurang, karena di sudut-sudut kamar masih ada debu. Saluran air sedikit berbau kadang."
negatif,"Parkir mobil tidak sesuai dengan kapasitas hotel, sehingga ketika parkiran hotel sudah full tamu diarahkan parkir di tempat yang cukup jauh dan tidak ada shuttle car untuk menjemput tamu. Akhirnya tamu terpaksa jalan jauh dari parkiran ke hotel."
negatif,"Sesuai namanya lah, hotel budget."
negatif,Parkir mobilnya sedikit sehingga kami harus parkir di hotel seberang.
negatif,"Kamarnya kecil banget, bener bener budget deh, agak shock pas ngeliat kamarnya hehe."
negatif,"Kami pesan kamar no smoking. Dikasihnya kamar yang bau rokok. Alasannya kamar yang ada tinggal itu. Harusnya, paling tidak harus ada konfirmasi sebelumnya."
negatif,Sarapan pagi. Kesannya. Ala kadarnya. Sue bener.
negatif,"Lokasi strategis, tetapi saat check-in harus nunggu lama dan sudah gak mood karena kamar tidak sesuai request harus nunggu lagi, saat check-in staff salah satu yang cewek kurang ramah, air shower nya keluar kecil sudah info ke reception saat pembersihan kamar tapi saat kembali lagi ternyata masih sama aja kecil keluarnya air shower. Kamarnya bagus bersih, satpam nya ramah-ramah dan reception yang cowok cekatan, yang lain sudah bagus dan ditingkatkan."
negatif,Tempat parkir mobil sangat terbatas dan manuvernya susah sekali.
negatif,"Kurang nyaman, foto kamar di aplikasi tidak sesuai, saya kira kamar sesuai aplikasi ternyata tidak, sangat mengecewakan, kamar sempit banget tidak bisa untuk keluarga. Tolong diperbaiki pelayanan nya dan disesuaikan sesuai aplikasi. Beri keterangan yang details."
negatif,Helm ilang diparkiran padahal ada securitynya. Pihak hotel tidak tanggung jawab.
negatif,"Parkir mobil susah dan AC kurang dingin,"
negatif,"Lokasi strategis dan dekat kemana-mana, tapi kasurnya kurang nyaman, saya & istri tidurnya kurang nyaman."
negatif,"Kamar 820 pintu gak bisa ditutup, nutup nya agak di dorong keras akhirnya di pindah ke kamar 815 air kloset toilet hitam, remot TV tutup baterai nya gak ada, AC kurang dingin. Saya kecewa. Biasanya fasilitas oke."
negatif,Jaringan wifinya yang sangat lemah. Tolong d perbaiki. Terima kasih.
negatif,Remote AC sudah di kunci jadi gak bisa diatur suhunya. Tv chanelnya banyak yang gak bisa buka.
negatif,Tidak ada sikat giginya jadi harus beli sendiri
negatif,"Pengalaman kurang menyenangkan, bayar 277rb tapi masih harus bayar @5ribu kalau pengen sandal dan @5ribu untuk dentalkit. Dapat kamer twin ya ampun kecilnya, buat solat sempit bgt! Well, sorry to say tidak rekomended menurutku."
positif,"Hotel lama yang cukup terawat. Kamar luas, bersih dan yang pasti makanannya enak. Mengingatkan jaman kecil diajak ke sini, waktu itu masih dengan nama hotel lama, makan dimsum dan buffet lunch nya. Rasanya masih terjaga."
positif,Sangat menyenangkan. Letaknya strategis.
positif,"Kamar sangat bersih, pelayanan juga cepat, semua karyawan sangat ramah. Semoga saya bisa menginap kembali di hotel ini"
positif,"Kolam renangnya enak meski aksesnya agak susah. Hotelnya deket dengan mall n pusat kuliner jadi gampang kalau cari makanan. Furniture di kamar sepertinya perlu banyak perbaikan agar lebih menarik lagi. Sarapannya rasanya enak, bahkan lebih enak dibanding hotel-hotel lain dikelasnya hanya tempatnya terlalu penuh."
positif,Kamar bersih. Pelayanan mantap.
positif,Akomodasi ini sangat cocok untuk bisnis maupun keluarga. Fasilitas yang dipergunakan kita dalam menginap juga lumayan banyak. Hanya saja perlu perbaikan-perbaikan kecil di hotel tersebut.
positif,"Semuanya keren, pelayanan bagus, makanan enak."
positif,"Pelayanan yang sangat bagus, memuaskan, dekat dengan mall, simpang lima. Bagus untuk keluarga."
positif,"Biasa saja, tapi yang nyaman adalah valet parking free buat tamu. Sangat membantu. Poin plusnya."
positif,"Great service, makanan lumayan enak, meski gak super enak. Layanan humble, ruangan bersih, semua kebutuhan toiletris termasuk sandal dan handuk lengkap air mengalir deraa dan segar. Pokoknya saya mau kesini lagi kalau ada biztrip ke semarang. Ohya sayang parkiran sempit, tetapi pihak hotel mengatasinya dengan free valet parking."
positif,"Kamar luas, nyaman, sarapan komplit. Dekat sama mall jadi bisa jalan-jalan ke mall juga tinggal nyebrang. Hehe"
positif,"Semua fasilitas bagus, tapi tempat parkirnya tidak dijelaskan sehingga harus muter simpang lima karena parkir gabung dengan matahari."
positif,"Anak saya sangat suka dengan kamarnya dan menu sarapanya, overall sangat puas banget."
positif,"Hotel di pusat kota Semarang, vew kota yang indah. Kamar bersih. Akses ke kolam renang agak ribet sih, kolam renangnya kurang bagus kalo menurut saya, karena disekitarnya kurang terawat. Alhamdulillah anak anakku seneng nginep di sini."
positif,"Kamar bersih dan nyaman, lokasi strategis dekat dengan mall mall dan kuliner, tinggal jalan kaki. Serta sarapan pagi bervariasi dan enak."
positif,Kamarnya bersihh nyaman kamarmandi bersihh. Recommended banget. Di tengah kota smrg deket simpang 5 mau kemana-mana deket. Pegawainya ramah-ramah banget
positif,"Tempat nyaman, bersih, harga terjangkau hotel di tengah kota, makananya enak-enak."
positif,"Sarapan enak, kamar bersih kamar mandi juga bersih, ac berfungsi dengan baik. Hanya lift ke swimming pool sempat ' nyangkut ' jadi agak seram."
positif,"Pengalaman yang menyenangkan, mudah-mudahan dapat menginap lagi."
positif,Saya suka banget sama kolam renangnya. Enak banget ga begitu dingin. Bikin betah.
positif,"Hotel berada di pusat kota, mudah diakses dan cukup nyaman serta bersih."
positif,"Tempatnya strategis. Walau termasuk hotel tua, tapi masih layak. Mungkin harus ada pembenahan di beberapa tempat saja. Terimakasih."
positif,"Menyenangkan, staff hotelnya ramah-ramah."
positif,"Hotel lama, lumayan untuk transit. Staff nya ramah-ramah, lokasinya sangat oke."
positif,"Kamar nyaman, pelayanan bagus. Ada plastik dimakanan saat sarapan, setelah complain tidak ada tindak lanjut dari petugas kitchen."
positif,Mantap semua pelayanan dari resto hingga kamar mantap.
positif,Sangat baik dengan harga yang terjangkau.
negatif,"Kolam renangnya tidak sesuai di foto, serem tempatnya."
negatif,"Ada sampah tisu dan bekas botol air mineral di kolong meja. Lubang bathtub juga tidak bisa d tutup jadi tidak bisa berfungsi. Handuk sudah warna abu-abu, tempat parkir susah. Agak kecewa aja sih"
negatif,"Makanannya beragam tapi kurang rasa agak hambar, staff ramah, lantai kamar licin alangkah baiknya pakai karpet anak saya berkali kali kepeleset."
negatif,"Di keterangan ada bathtub dan kulkas, tetapi pada kenyataannya ngga ada, udah coba tanya receptionist katanya kamarnya sudah sesuai pesanan, kecewa berat, fasilitas kamar bintang 4 apaan, teknologinya peninggalan zaman belanda, telepon tidak berfungsi. Parkirannya juga ga jelas adanya dimana. Jadi parkir pinggiran jalan gajelas"
negatif,kamar mandi bocor dari bath tub. Kamar terlalu d semprot parfum kebanyakan untuk nutupin bau tua dari kamarnya. Wifi slow. Handuk juga dekil dan bau
negatif,"Ini hotel bukan hotel bintang 4 ya guys, old hotel dan kamarnya bau debu."
negatif,Ac tidak dingin dan tidak bisa dioperasikan. Kamar mandi lantainya bocor dan lantai tidak cepat kering sehingga membuat licin. Koneksi wifi lambat.
negatif,Parkir susah dan fasilitas gym/treadmill dan kolam renang tidak terurus. Kalau anda gak suka olah raga maka gak masalah nginap di sini. Kamar bagus dan murah. Kekurangannya cuma parkir susah dan fasilitas OR sudah kuno tidak terurus.
